time	gasCraMean(2)	gasCraStd(3)	gasTotalMean(4)	gasTotalStd(5)	craMean(6)	craStd(7)	totKitty(8)	avgKitty(9)	minKitty(10)	maxKitty(11)	stdKitty(12)
423120	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
423180	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
423240	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
423300	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
423360	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
423420	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
423480	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
423540	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
423600	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
423660	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
423720	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
423780	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
423840	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
423900	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
423960	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
424020	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
424080	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
424140	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
424200	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
424260	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
424320	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
424380	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
424440	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
424500	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
424560	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
424620	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
424680	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
424740	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
424800	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
424860	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
424920	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
424980	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
425040	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
425100	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
425160	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
425220	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
425280	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
425340	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
425400	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
425460	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
425520	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
425580	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
425640	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
425700	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
425760	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
425820	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
425880	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
425940	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
426000	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
426060	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
426120	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
426180	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
426240	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
426300	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
426360	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
426420	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
426480	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
426540	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
426600	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
426660	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
426720	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
426780	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
426840	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
426900	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
426960	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
427020	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
427080	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
427140	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
427200	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
427260	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
427320	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
427380	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
427440	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
427500	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
427560	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
427620	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
427680	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
427740	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
427800	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
427860	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
427920	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
427980	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
428040	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
428100	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
428160	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
428220	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
428280	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
428340	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
428400	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
428460	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
428520	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
428580	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
428640	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
428700	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
428760	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
428820	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
428880	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
428940	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
429000	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
429060	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
429120	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
429180	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
429240	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
429300	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
429360	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
429420	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
429480	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
429540	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
429600	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
429660	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
429720	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
429780	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
429840	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
429900	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
429960	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
430020	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
430080	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
430140	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
430200	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
430260	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
430320	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
430380	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
430440	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
430500	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
430560	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
430620	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
430680	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
430740	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
430800	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
430860	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
430920	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
430980	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
431040	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
431100	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
431160	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
431220	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
431280	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
431340	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
431400	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
431460	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
431520	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
431580	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
431640	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
431700	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
431760	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
431820	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
431880	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
431940	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
432000	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
432060	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
432120	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
432180	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
432240	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
432300	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
432360	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
432420	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
432480	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
432540	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
432600	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
432660	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
432720	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
432780	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
432840	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
432900	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
432960	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
433020	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
433080	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
433140	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
433200	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
433260	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
433320	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
433380	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
433440	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
433500	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
433560	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
433620	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
433680	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
433740	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
433800	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
433860	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
433920	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
433980	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
434040	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
434100	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
434160	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
434220	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
434280	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
434340	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
434400	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
434460	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
434520	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
434580	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
434640	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
434700	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
434760	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
434820	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
434880	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
434940	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
435000	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
435060	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
435120	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
435180	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
435240	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
435300	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
435360	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
435420	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
435480	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
435540	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
435600	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
435660	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
435720	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
435780	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
435840	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
435900	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
435960	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
436020	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
436080	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
436140	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
436200	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
436260	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
436320	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
436380	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
436440	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
436500	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
436560	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
436620	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
436680	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
436740	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
436800	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
436860	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
436920	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
436980	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
437040	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
437100	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
437160	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
437220	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
437280	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
437340	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
437400	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
437460	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
437520	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
437580	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
437640	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
437700	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
437760	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
437820	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
437880	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
437940	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
438000	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
438060	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
438120	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
438180	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
438240	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
438300	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
438360	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
438420	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
438480	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
438540	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
438600	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
438660	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
438720	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
438780	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
438840	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
438900	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
438960	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
439020	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
439080	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
439140	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
439200	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
439260	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
439320	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
439380	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
439440	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
439500	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
439560	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
439620	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
439680	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
439740	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
439800	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
439860	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
439920	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
439980	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
440040	0.0	0.0	0.0	0.0	93.4	12.2245654319489	467	93.4	81	111	12.2245654319489
